Date,Open,High,Low,Close,Adj Close,Volume
2015-05-28,19.460054,19.531679,19.162535,19.393938,14.987586,26985238
2015-05-29,19.338842,19.338842,18.898071,18.914600,14.617156,37570137
2015-06-01,18.975206,19.074381,18.754820,18.776859,14.517055,22620889
2015-06-02,18.936640,19.256199,18.809917,19.195593,14.840790,25691869
2015-06-03,19.157024,19.157024,18.683195,18.710743,14.465933,41876587
2015-06-05,18.655647,18.716253,18.253443,18.264462,14.120896,21856411
2015-06-08,18.435261,18.440771,18.181818,18.187326,14.061256,37795560
2015-06-09,18.236914,18.391184,18.055096,18.071625,13.971812,22545748
2015-06-10,18.341597,18.749311,18.325068,18.600550,14.380738,44420310
2015-06-11,18.809917,18.865013,18.347107,18.484848,14.291291,28065708
2015-06-12,18.319559,18.501377,18.192837,18.292011,14.142195,49094298
2015-06-15,18.181818,18.385674,17.851238,18.385674,14.214607,26009494
2015-06-16,18.589531,19.041323,18.495867,19.035812,14.717265,39884080
2015-06-17,18.914600,19.057852,18.622589,18.699724,14.457412,28733628
2015-06-18,18.820936,19.272726,18.600550,19.162535,14.815233,16064565
2015-06-19,18.743801,19.074381,18.716253,18.947659,14.649103,27840648
